MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss
 
stn;time;gre000d0;hto000d0;nto000d0;prestad0;rre150d0;sre000d0;tre200d0;tre200dn;tre200dx;ure200d0
JUN;20200325;258;-;42;645.9;-;477;-14.9;-20.8;-9.0;64.1
JUN;20200326;129;-;67;644.3;-;29;-15.5;-22.0;-10.8;83.0
JUN;20200327;222;-;67;650.6;-;324;-8.5;-10.7;-3.5;87.6
JUN;20200328;262;-;46;652.5;-;433;-9.3;-11.9;-3.8;87.9
JUN;20200329;210;-;100;649.9;-;181;-11.5;-12.8;-8.9;91.3
JUN;20200330;183;-;100;648.5;-;47;-11.1;-14.3;-6.1;84.9
JUN;20200331;282;-;0;650.2;-;538;-12.7;-15.4;-8.2;43.5
JUN;20200401;293;-;0;650.5;-;704;-10.5;-12.7;-7.3;31.5
JUN;20200402;289;-;33;647.9;-;511;-12.2;-14.4;-10.1;61.4
JUN;20200403;301;-;0;649.9;-;709;-11.1;-15.2;-8.3;24.1
JUN;20200404;304;-;0;656.2;-;715;-6.7;-9.0;-3.4;7.0
JUN;20200405;304;-;0;659.3;-;715;-5.4;-9.7;-1.3;14.8
JUN;20200406;311;-;0;661.5;-;710;-4.2;-8.8;0.3;11.8
JUN;20200407;313;-;0;663.9;-;718;-4.8;-8.8;1.1;18.0
JUN;20200408;312;-;0;662.4;-;716;-5.4;-8.3;-0.5;36.7
JUN;20200409;316;-;0;661.1;-;719;-5.0;-9.7;0.3;42.7
JUN;20200410;322;-;0;661.8;-;718;-3.6;-6.0;0.7;20.1
JUN;20200411;323;-;0;661.5;-;718;-4.3;-8.3;0.3;36.5
JUN;20200412;257;-;33;658.3;-;400;-6.9;-9.6;-2.7;68.4
JUN;20200413;270;-;63;654.5;-;461;-6.8;-9.0;-1.8;73.7
JUN;20200414;325;-;0;653.7;-;724;-9.1;-11.9;-2.7;30.2
JUN;20200415;325;-;13;659.8;-;725;-3.0;-5.8;0.2;26.1
JUN;20200416;297;-;75;660.0;-;653;-2.9;-4.7;1.5;37.6
JUN;20200417;289;-;58;658.9;-;495;-2.9;-5.2;-0.2;54.0
JUN;20200418;269;-;58;658.9;-;480;-3.3;-4.9;-0.5;65.0
JUN;20200419;195;-;92;656.0;-;53;-3.3;-5.7;0.1;82.8
JUN;20200420;154;-;100;653.1;-;0;-3.9;-5.6;-0.9;96.2
JUN;20200421;142;-;100;653.3;-;0;-4.6;-6.3;-2.2;97.2
JUN;20200422;313;-;8;655.8;-;575;-5.5;-8.3;0.2;59.1
JUN;20200423;316;-;67;658.4;-;527;-5.1;-7.8;-1.5;59.9
JUN;20200424;276;-;71;656.6;-;242;-6.8;-8.7;-4.7;92.1
JUN;20200425;189;-;100;653.3;-;84;-5.8;-6.9;-4.0;93.1
JUN;20200426;257;-;92;652.6;-;301;-4.7;-6.9;-0.5;90.7
JUN;20200427;337;-;38;653.1;-;573;-5.4;-8.7;-0.1;72.6
JUN;20200428;201;-;100;650.4;-;0;-5.3;-8.9;-1.4;92.8
JUN;20200429;301;-;71;649.9;-;160;-9.5;-11.2;-7.5;86.1
JUN;20200430;182;-;100;649.6;-;0;-7.4;-11.3;-3.4;83.3
JUN;20200501;134;-;96;647.6;-;0;-8.7;-11.4;-7.3;83.6
CDF;20200101;77;0;-;911.3;0.0;437;1.2;-3.5;9.9;70.1
CDF;20200102;74;0;-;909.6;0.0;435;0.2;-6.0;6.7;77.2
CDF;20200103;47;0;-;909.3;2.3;175;3.6;0.8;5.6;77.5
CDF;20200104;31;0;-;913.5;1.1;31;1.4;-1.6;3.8;90.2
CDF;20200105;76;0;-;913.4;0.0;443;-0.4;-3.8;3.6;78.7
CDF;20200106;78;0;-;909.5;0.1;446;2.1;-4.5;10.2;61.2
CDF;20200107;56;0;-;910.8;0.1;201;1.8;-3.1;6.6;83.7
CDF;20200108;50;0;-;911.1;0.0;128;2.4;-3.4;8.3;72.3
CDF;20200109;77;0;-;904.5;0.7;433;6.3;0.9;11.1;64.0
CDF;20200110;25;0;-;906.2;3.1;19;3.2;1.6;5.3;88.2
CDF;20200111;69;0;-;911.7;0.0;195;0.1;-4.4;3.8;93.2
CDF;20200112;85;0;-;909.1;0.0;446;-0.9;-6.2;5.3;78.0
CDF;20200113;56;0;-;903.7;0.0;157;1.5;-4.1;7.3;79.5
CDF;20200114;75;0;-;900.6;0.0;335;4.4;-0.2;9.2;50.7
CDF;20200115;86;0;-;904.1;0.0;468;5.1;0.6;9.4;60.0
CDF;20200116;85;0;-;908.5;0.0;473;3.6;-0.6;8.6;74.2
CDF;20200117;16;0;-;904.5;11.3;1;3.0;0.5;6.2;82.5
CDF;20200118;71;3;-;908.2;0.0;213;-0.6;-4.5;1.5;85.2
CDF;20200119;65;2;-;912.8;0.8;195;-2.6;-4.2;-0.6;81.6
CDF;20200120;93;5;-;917.5;0.0;432;-2.9;-6.9;-0.2;75.8
CDF;20200121;86;4;-;916.2;0.0;446;-2.3;-8.2;6.6;67.4
CDF;20200122;94;4;-;912.3;0.0;481;1.1;-5.0;10.5;64.2
CDF;20200123;94;3;-;907.4;0.0;433;2.7;-3.1;11.7;56.1
CDF;20200124;81;3;-;905.4;0.0;376;2.8;-2.2;8.7;82.5
CDF;20200125;75;2;-;903.1;0.0;328;2.5;-1.3;8.0;83.0
CDF;20200126;51;1;-;901.4;2.6;91;2.1;-2.2;6.6;86.8
CDF;20200127;54;0;-;896.6;6.3;147;3.2;-0.2;6.0;80.0
CDF;20200128;22;1;-;890.6;14.0;0;1.5;0.0;4.2;84.8
CDF;20200129;37;16;-;897.7;4.0;0;1.0;-0.3;1.8;91.0
CDF;20200130;71;17;-;899.6;10.2;166;2.5;-3.2;6.0;88.8
CDF;20200131;40;3;-;901.1;1.5;0;6.6;4.4;8.5;92.4
CDF;20200201;33;0;-;899.3;7.5;60;7.0;3.8;9.5;87.2
CDF;20200202;12;0;-;902.5;26.0;0;8.4;5.8;10.5;90.9
CDF;20200203;12;0;-;903.9;15.8;0;8.9;7.9;10.2;83.6
CDF;20200204;36;5;-;901.6;14.8;1;0.6;-1.8;10.6;84.2
CDF;20200205;121;16;-;912.2;0.1;391;-1.1;-4.8;1.4;82.2
CDF;20200206;111;13;-;909.7;0.0;431;-2.3;-9.2;3.5;57.3
CDF;20200207;129;12;-;906.6;0.0;538;-2.7;-10.3;8.1;69.9
CDF;20200208;121;10;-;906.2;0.0;479;0.1;-6.3;8.5;65.7
CDF;20200209;104;9;-;903.4;1.0;307;4.2;-2.9;8.4;63.9
CDF;20200210;38;0;-;896.6;19.8;25;6.2;4.1;8.5;81.3
CDF;20200211;30;1;-;899.3;8.6;0;1.6;0.3;5.0;86.7
CDF;20200212;63;6;-;903.7;2.2;44;-0.5;-5.9;1.6;83.4
CDF;20200213;45;6;-;896.1;24.6;1;1.2;-7.0;6.3;77.4
CDF;20200214;66;15;-;905.3;1.3;6;1.0;-4.0;3.5;93.1
CDF;20200215;137;8;-;905.9;0.0;543;3.9;-4.4;10.2;64.3
CDF;20200216;100;4;-;902.8;0.0;256;10.2;4.2;15.1;37.0
CDF;20200217;16;0;-;904.4;9.4;0;5.8;0.9;11.0;76.3
CDF;20200218;78;0;-;909.9;1.5;103;1.2;-0.6;3.5;80.5
CDF;20200219;77;4;-;906.8;4.6;55;0.7;-1.9;1.9;86.7
CDF;20200220;157;7;-;905.1;3.9;496;3.1;-2.8;7.5;78.9
CDF;20200221;144;2;-;910.7;0.0;426;1.2;-2.7;5.3;74.4
CDF;20200222;157;0;-;912.1;0.0;535;4.5;-3.3;12.6;48.9
CDF;20200223;73;0;-;911.1;0.6;9;8.8;4.2;12.9;50.5
CDF;20200224;144;0;-;904.9;0.0;443;8.5;5.5;12.9;72.1
CDF;20200225;32;0;-;892.3;16.9;0;3.6;0.9;7.5;80.6
CDF;20200226;70;5;-;890.0;10.1;16;-1.6;-2.8;1.2;84.6
CDF;20200227;46;21;-;890.0;12.9;12;-0.4;-2.3;4.3;83.2
CDF;20200228;168;12;-;900.1;0.8;445;0.7;-6.7;4.4;66.5
CDF;20200229;97;10;-;888.8;23.3;176;6.0;1.3;9.9;70.8
CDF;20200301;140;1;-;886.4;3.0;320;3.6;1.0;8.2;78.7
CDF;20200302;32;0;-;878.1;16.6;0;1.8;-0.6;4.0;84.6
CDF;20200303;155;12;-;889.3;0.2;270;-0.5;-2.4;1.9;81.2
CDF;20200304;165;8;-;895.4;0.2;411;0.9;-3.1;3.1;75.6
CDF;20200305;22;4;-;883.4;28.9;0;4.1;1.5;6.6;87.9
CDF;20200306;74;5;-;887.3;2.2;36;0.5;-0.3;1.9;85.4
CDF;20200307;98;5;-;901.5;0.0;121;-1.3;-6.8;0.9;82.8
CDF;20200308;183;4;-;901.3;5.1;476;1.1;-6.2;7.3;77.9
CDF;20200309;97;3;-;900.0;5.3;74;1.2;-1.2;3.0;90.9
CDF;20200310;42;4;-;902.1;12.1;0;3.3;-1.4;6.8;91.7
CDF;20200311;138;0;-;904.8;1.7;259;7.9;4.5;12.6;86.3
CDF;20200312;87;0;-;902.1;1.8;13;7.4;4.2;9.7;85.7
CDF;20200313;189;0;-;903.7;0.0;454;2.6;-1.4;5.8;72.2
CDF;20200314;113;0;-;902.6;0.0;117;1.8;-2.6;6.1;70.7
CDF;20200315;213;0;-;900.2;0.0;652;4.8;-3.0;12.0;67.1
CDF;20200316;205;0;-;904.3;0.0;583;6.8;0.1;13.4;70.4
CDF;20200317;158;0;-;912.0;0.0;352;7.3;0.0;12.8;70.9
CDF;20200318;203;0;-;910.0;0.0;578;8.0;1.1;15.7;71.2
CDF;20200319;175;0;-;906.5;0.0;409;8.5;1.5;16.2;75.0
CDF;20200320;108;0;-;903.6;0.2;115;7.7;3.2;14.1;81.0
CDF;20200321;154;0;-;899.1;0.0;352;5.7;0.3;12.0;84.3
CDF;20200322;180;0;-;901.0;0.0;329;2.7;-1.0;5.7;76.8
CDF;20200323;248;0;-;904.9;0.0;678;1.4;-2.6;6.3;42.2
CDF;20200324;248;0;-;903.8;0.0;683;0.1;-5.9;5.8;40.7
CDF;20200325;242;0;-;898.6;0.0;683;-0.2;-5.9;5.3;52.6
CDF;20200326;233;0;-;895.0;0.0;646;0.2;-6.4;6.4;60.3
CDF;20200327;221;0;-;896.7;0.0;619;3.2;-4.2;11.2;65.2
CDF;20200328;201;0;-;899.7;0.0;416;5.7;-2.5;12.4;65.8
CDF;20200329;130;0;-;900.1;0.6;271;1.9;-1.4;7.0;78.1
CDF;20200330;128;2;-;901.1;0.0;96;-1.7;-3.8;0.9;77.1
CDF;20200331;268;1;-;902.3;0.0;697;0.2;-4.8;5.5;44.6
CDF;20200401;264;0;-;899.1;0.0;697;2.0;-6.1;9.6;52.2
CDF;20200402;263;0;-;896.0;0.0;694;2.7;-4.1;9.9;55.9
CDF;20200403;262;0;-;899.5;0.0;686;2.0;-4.9;9.6;64.1
CDF;20200404;268;0;-;903.4;0.0;696;5.0;-3.3;12.5;58.4
CDF;20200405;273;0;-;903.8;0.0;696;7.6;-1.8;16.4;52.4
CDF;20200406;272;0;-;907.2;0.0;698;8.2;-0.9;17.2;53.8
CDF;20200407;274;0;-;910.3;0.0;697;9.2;0.3;17.7;51.4
CDF;20200408;218;0;-;908.8;0.0;519;9.2;0.9;17.3;55.6
CDF;20200409;226;0;-;906.9;0.0;447;10.2;2.0;17.7;53.6
CDF;20200410;269;0;-;906.4;0.0;657;10.7;1.5;18.4;52.6
CDF;20200411;255;0;-;906.2;0.0;553;10.6;1.4;18.9;54.1
CDF;20200412;167;0;-;902.1;0.0;318;9.8;2.4;17.5;57.6
CDF;20200413;264;0;-;899.2;0.0;705;9.3;1.8;16.1;61.4
CDF;20200414;298;0;-;901.9;0.0;714;5.2;0.4;10.9;54.7
CDF;20200415;293;0;-;903.6;0.0;723;9.5;0.3;18.1;42.2
CDF;20200416;270;0;-;902.9;0.0;666;11.2;2.2;19.4;56.5
CDF;20200417;221;0;-;901.1;0.0;459;12.0;4.3;19.1;59.7
CDF;20200418;253;0;-;901.3;0.0;554;11.5;4.0;18.4;67.0
CDF;20200419;191;0;-;897.6;0.0;369;12.6;4.4;17.4;68.8
CDF;20200420;272;0;-;893.5;0.0;666;12.8;9.4;17.4;66.9
CDF;20200421;189;0;-;893.5;0.0;279;11.2;7.6;15.6;63.6
CDF;20200422;257;0;-;898.0;0.0;611;11.6;3.1;19.1;56.8
CDF;20200423;309;0;-;902.0;0.0;751;11.1;1.8;19.0;50.7
CDF;20200424;250;0;-;899.8;0.0;553;11.7;3.4;18.5;57.1
CDF;20200425;184;0;-;895.5;0.0;234;12.5;7.8;17.4;64.0
CDF;20200426;92;0;-;895.1;3.4;2;9.6;4.2;13.1;82.6
CDF;20200427;241;0;-;895.3;5.0;466;10.6;2.5;17.6;72.5
CDF;20200428;85;0;-;893.8;11.7;1;8.4;6.1;10.4;87.2
CDF;20200429;166;0;-;895.4;4.4;160;7.3;4.1;10.6;82.0
CDF;20200430;55;0;-;893.4;12.6;2;7.0;5.5;8.7;84.7
CDF;20200501;81;-;-;892.3;-;53;6.9;4.7;9.6;85.9
OTL;20200101;78;0;0;986.0;0.0;412;7.5;4.1;11.8;55.2
OTL;20200102;76;0;4;987.1;0.0;413;5.3;2.6;9.3;62.0
OTL;20200103;30;0;67;982.3;0.0;0;5.1;3.5;6.7;64.0
OTL;20200104;74;0;21;979.2;0.0;409;10.5;4.4;15.4;41.4
OTL;20200105;80;0;0;983.1;0.0;416;9.1;4.4;13.4;40.5
OTL;20200106;75;0;0;985.7;0.0;417;4.2;1.7;7.8;66.7
OTL;20200107;79;0;21;982.1;0.0;411;3.3;0.4;7.4;74.1
OTL;20200108;81;0;33;985.8;0.0;421;5.3;1.9;10.7;53.4
OTL;20200109;80;0;21;982.0;0.0;420;5.5;2.9;9.3;55.0
OTL;20200110;74;0;42;980.1;0.0;266;6.3;3.5;10.7;58.9
OTL;20200111;87;0;4;983.7;0.0;424;7.2;4.4;12.1;48.7
OTL;20200112;89;0;21;983.5;0.0;425;5.3;2.4;10.1;49.5
OTL;20200113;74;0;17;980.7;0.0;348;3.5;1.1;7.2;62.7
OTL;20200114;84;0;54;981.0;0.0;420;3.5;0.5;7.6;60.9
OTL;20200115;29;0;88;983.5;0.0;5;4.7;2.5;6.4;60.4
OTL;20200116;88;0;0;985.3;0.0;433;5.1;2.3;9.5;63.0
OTL;20200117;74;0;38;980.2;0.0;306;5.8;2.8;9.3;60.2
OTL;20200118;93;0;46;978.2;0.0;411;7.4;4.4;13.8;48.5
OTL;20200119;82;0;50;984.5;0.0;430;5.7;2.4;10.2;28.1
OTL;20200120;91;0;8;995.9;0.0;431;3.3;0.4;7.6;34.8
OTL;20200121;88;0;33;995.6;0.0;394;3.1;-0.1;7.7;41.8
OTL;20200122;97;0;17;988.1;0.0;449;5.1;1.6;9.6;43.8
OTL;20200123;90;0;0;985.3;0.0;404;5.0;2.1;9.6;54.5
OTL;20200124;75;0;42;981.7;0.0;247;5.0;1.5;9.4;55.8
OTL;20200125;47;0;50;979.3;0.0;0;4.1;1.8;6.4;63.2
OTL;20200126;89;0;50;976.2;0.0;410;5.7;3.0;9.8;62.1
OTL;20200127;87;0;42;973.3;1.5;315;5.8;2.6;9.0;63.6
OTL;20200128;13;0;100;964.7;2.1;0;4.7;3.5;6.2;90.3
OTL;20200129;115;0;63;968.3;0.0;411;6.2;3.0;11.7;68.4
OTL;20200130;104;0;29;974.5;0.0;410;7.0;3.9;11.4;52.3
OTL;20200131;112;0;8;974.6;0.0;469;7.3;3.8;12.6;58.2
OTL;20200201;24;0;75;974.3;0.0;3;6.5;4.5;8.8;72.0
OTL;20200202;91;0;50;974.0;0.0;284;8.9;4.8;13.9;65.3
OTL;20200203;114;0;38;970.7;2.2;461;13.8;6.9;23.1;53.1
OTL;20200204;79;0;83;967.7;0.1;207;7.4;4.9;12.1;57.4
OTL;20200205;124;0;13;979.1;0.0;459;8.9;5.3;12.4;23.7
OTL;20200206;104;0;42;983.6;0.0;340;6.0;3.3;11.0;33.9
OTL;20200207;129;0;4;981.2;0.0;496;5.6;1.6;10.9;43.3
OTL;20200208;100;0;50;983.5;0.0;404;5.4;1.7;9.9;56.5
OTL;20200209;113;0;38;983.9;0.0;457;5.8;1.4;10.3;64.0
OTL;20200210;99;0;58;970.8;0.0;290;8.2;5.5;12.2;63.2
OTL;20200211;137;0;17;966.7;0.0;520;12.1;9.5;16.3;37.1
OTL;20200212;140;0;4;974.5;0.0;529;9.3;5.8;13.7;27.5
OTL;20200213;120;0;54;974.1;0.6;437;6.9;2.6;11.6;41.4
OTL;20200214;142;0;8;975.0;0.0;534;8.3;3.0;14.5;57.8
OTL;20200215;136;0;29;982.5;0.0;519;8.7;4.7;13.6;45.6
OTL;20200216;85;0;79;983.3;0.0;146;7.8;4.4;11.2;56.4
OTL;20200217;41;0;88;980.1;0.0;0;7.7;5.0;9.5;64.1
OTL;20200218;154;0;0;979.3;0.0;550;11.0;6.6;17.9;34.4
OTL;20200219;134;0;63;977.0;0.0;403;8.6;4.3;14.5;32.8
OTL;20200220;123;0;50;979.4;0.0;344;7.5;4.1;12.6;36.8
OTL;20200221;152;0;17;979.3;0.0;559;9.3;3.5;15.9;40.4
OTL;20200222;150;0;21;986.2;0.0;557;8.9;4.6;13.5;53.0
OTL;20200223;155;0;17;980.6;0.0;557;9.9;5.1;14.9;53.3
OTL;20200224;162;0;21;973.9;0.1;547;15.1;9.2;23.3;46.4
OTL;20200225;57;0;88;965.1;0.0;0;9.4;7.4;11.4;85.8
OTL;20200226;127;0;79;959.0;0.0;302;7.2;3.7;11.5;48.9
OTL;20200227;71;0;67;965.3;0.8;166;3.6;1.4;7.7;63.9
OTL;20200228;179;0;4;972.5;0.0;578;7.6;1.7;13.6;34.6
OTL;20200229;37;0;92;970.8;0.3;0;5.7;3.9;8.5;55.6
OTL;20200301;161;0;71;961.8;0.0;428;6.7;3.7;11.4;77.4
OTL;20200302;9;0;100;953.7;48.0;0;3.1;0.1;6.0;90.1
OTL;20200303;168;0;46;956.1;0.0;441;8.2;3.3;14.3;42.8
OTL;20200304;188;0;25;967.1;0.0;574;8.6;4.3;14.6;35.3
OTL;20200305;35;0;100;964.0;4.3;0;4.6;2.9;5.8;80.6
OTL;20200306;202;0;54;956.8;0.0;560;7.3;2.1;11.3;64.9
OTL;20200307;201;0;8;969.4;0.0;609;10.2;5.8;15.5;27.0
OTL;20200308;167;0;58;975.1;0.0;428;7.9;3.0;13.1;36.7
OTL;20200309;104;0;79;970.0;0.0;154;8.0;5.1;12.3;49.2
OTL;20200310;116;0;79;973.6;0.0;263;8.7;6.3;11.7;49.1
OTL;20200311;204;0;4;974.1;0.0;626;12.5;6.3;19.6;56.1
OTL;20200312;159;0;63;975.0;0.1;332;11.2;8.3;15.0;75.1
OTL;20200313;194;0;42;970.8;2.2;550;13.3;10.0;18.5;58.5
OTL;20200314;100;0;83;974.1;1.0;106;8.9;6.4;12.5;73.9
OTL;20200315;46;0;100;979.5;0.0;0;8.0;6.9;9.2;73.1
OTL;20200316;209;0;50;981.8;0.0;538;10.1;6.8;15.0;60.1
OTL;20200317;214;0;8;985.0;0.0;656;11.1;5.7;16.7;56.2
OTL;20200318;215;0;0;983.5;0.0;659;12.7;7.1;19.0;52.1
OTL;20200319;220;0;4;980.5;0.0;663;14.0;8.7;19.9;46.7
OTL;20200320;181;0;46;976.9;0.0;495;13.3;8.9;18.8;51.6
OTL;20200321;208;0;13;970.8;0.0;594;13.5;8.5;18.1;54.6
OTL;20200322;59;0;88;974.2;1.4;68;10.3;9.4;12.8;79.1
OTL;20200323;110;0;75;981.0;0.0;214;5.2;3.3;9.2;52.8
OTL;20200324;246;0;13;979.1;0.0;670;6.7;2.2;12.0;45.3
OTL;20200325;74;0;92;975.5;0.0;0;3.9;1.6;6.8;59.5
OTL;20200326;145;0;67;971.1;0.0;248;4.5;0.3;9.4;60.3
OTL;20200327;199;0;88;972.0;0.0;467;8.9;4.6;13.8;57.6
OTL;20200328;238;0;13;970.7;0.0;677;12.3;6.8;17.7;56.1
OTL;20200329;190;0;71;968.1;9.9;395;12.1;7.5;18.0;58.0
OTL;20200330;39;0;100;970.9;7.9;0;7.4;6.0;8.7;82.4
OTL;20200331;92;0;79;976.6;0.0;0;5.0;3.3;7.1;71.5
OTL;20200401;127;0;75;975.6;0.0;71;5.9;4.2;8.8;57.4
OTL;20200402;259;0;8;969.5;0.0;708;7.7;1.8;13.5;56.1
OTL;20200403;261;0;4;969.7;0.0;720;10.3;4.3;17.0;52.5
OTL;20200404;259;0;8;976.3;0.0;715;12.4;6.4;18.6;46.6
OTL;20200405;207;0;33;980.1;0.0;407;12.8;8.2;18.0;46.0
OTL;20200406;268;0;4;982.5;0.0;720;13.9;8.5;20.5;40.9
OTL;20200407;274;0;0;984.1;0.0;730;15.6;8.8;23.2;36.5
OTL;20200408;271;0;4;981.9;0.0;727;15.8;10.2;22.1;35.4
OTL;20200409;271;0;8;978.3;0.0;733;16.3;9.9;23.1;35.6
OTL;20200410;278;0;4;978.1;0.0;739;17.7;11.7;25.0;33.5
OTL;20200411;281;0;4;977.3;0.0;742;18.3;11.9;25.7;30.6
OTL;20200412;261;0;25;975.0;0.0;656;17.4;12.2;24.3;30.7
OTL;20200413;250;0;63;970.3;0.0;571;16.0;11.1;20.7;35.3
OTL;20200414;307;0;4;969.7;0.0;751;16.2;10.6;22.7;31.2
OTL;20200415;267;0;33;979.7;0.0;545;12.7;8.7;17.4;51.0
OTL;20200416;253;0;67;977.0;0.0;702;14.2;8.4;20.1;48.1
OTL;20200417;257;0;46;973.8;0.0;616;16.1;10.1;21.5;44.4
OTL;20200418;266;0;75;972.1;0.0;687;17.4;12.1;23.1;46.8
OTL;20200419;191;0;96;969.3;6.3;336;16.8;12.9;21.0;59.3
OTL;20200420;34;0;100;969.0;12.3;0;12.1;10.8;14.8;94.5
OTL;20200421;39;0;100;971.1;0.7;0;10.0;9.0;10.9;86.6
OTL;20200422;296;0;38;973.8;0.0;640;14.2;9.6;19.9;61.2
OTL;20200423;299;0;4;974.4;0.0;763;15.1;9.4;20.6;55.5
OTL;20200424;294;0;38;969.9;0.0;732;16.8;11.1;23.0;55.6
OTL;20200425;216;0;71;964.8;0.0;256;17.5;12.3;23.4;51.8
OTL;20200426;226;0;79;965.7;2.2;353;15.9;12.9;22.0;72.1
OTL;20200427;199;0;75;968.0;23.3;252;15.1;12.5;18.9;83.2
OTL;20200428;68;0;100;966.3;18.0;0;12.6;11.1;14.7;94.5
OTL;20200429;248;0;63;964.0;0.0;462;14.9;10.1;21.7;62.1
OTL;20200430;37;0;96;965.6;15.3;0;11.6;8.3;13.7;76.8
OTL;20200501;181;0;92;963.9;-;262;12.1;7.4;16.3;79.2
LUG;20200101;73;0;4;995.0;0.0;401;4.8;2.4;8.9;75.2
LUG;20200102;71;0;8;996.1;0.0;396;4.1;1.3;8.3;75.5
LUG;20200103;27;0;46;991.4;0.0;0;4.0;1.9;6.8;75.7
LUG;20200104;72;0;25;987.8;0.0;396;8.1;1.6;15.6;56.1
LUG;20200105;79;0;0;992.0;0.0;408;8.2;3.8;13.6;52.0
LUG;20200106;70;0;0;994.8;0.0;396;4.1;1.6;7.8;75.7
LUG;20200107;74;0;25;991.2;0.0;393;3.4;0.6;7.3;79.8
LUG;20200108;79;0;13;994.7;0.0;413;4.2;0.6;9.1;66.4
LUG;20200109;78;0;13;991.0;1.2;416;4.4;1.7;8.1;68.1
LUG;20200110;67;0;46;988.9;0.0;268;5.8;2.8;8.8;78.4
LUG;20200111;84;0;4;992.7;0.0;419;4.5;1.5;8.7;73.8
LUG;20200112;86;0;13;992.5;0.0;417;4.1;1.1;8.0;67.5
LUG;20200113;79;0;67;989.9;0.0;361;3.4;0.3;8.7;72.3
LUG;20200114;80;0;71;990.1;0.0;418;3.4;0.3;7.6;71.6
LUG;20200115;26;0;92;992.6;0.0;0;5.2;3.2;7.1;70.0
LUG;20200116;85;0;4;994.3;0.0;424;4.3;1.4;8.6;77.8
LUG;20200117;74;0;33;989.1;0.0;294;5.1;1.3;10.5;72.3
LUG;20200118;87;0;38;986.9;0.0;428;7.2;4.8;11.7;61.2
LUG;20200119;76;0;50;993.2;0.0;324;4.9;1.8;9.9;41.5
LUG;20200120;90;0;25;1004.9;0.0;423;3.4;0.5;7.4;43.9
LUG;20200121;79;0;63;1004.8;0.0;342;2.5;-0.5;6.5;53.8
LUG;20200122;93;0;21;997.2;0.0;430;3.5;-0.4;9.3;56.3
LUG;20200123;88;0;4;994.4;0.0;378;4.0;0.8;10.2;59.8
LUG;20200124;67;0;50;990.9;0.0;184;4.6;0.8;8.8;62.2
LUG;20200125;63;0;71;988.4;0.0;61;4.6;1.3;7.4;69.1
LUG;20200126;85;0;29;985.1;0.0;392;5.6;3.5;9.7;71.3
LUG;20200127;84;0;54;982.3;4.4;300;5.3;1.7;10.0;76.7
LUG;20200128;30;0;96;973.1;0.0;0;6.4;5.1;8.1;84.2
LUG;20200129;111;0;25;976.1;0.0;457;7.9;4.7;13.5;58.5
LUG;20200130;98;0;54;983.1;0.0;365;6.5;3.1;11.4;59.4
LUG;20200131;109;0;17;983.6;0.0;468;6.0;2.6;10.0;67.4
LUG;20200201;25;0;79;983.1;0.0;0;6.7;4.2;8.7;77.1
LUG;20200202;102;0;42;982.9;0.0;427;7.4;3.2;13.8;80.2
LUG;20200203;112;0;29;979.6;0.0;443;10.5;5.6;20.2;71.8
LUG;20200204;104;0;58;976.3;0.0;295;8.2;5.8;13.2;54.1
LUG;20200205;126;0;8;987.6;0.0;497;8.2;3.8;11.3;31.3
LUG;20200206;109;0;50;992.6;0.0;411;5.4;2.1;10.2;41.3
LUG;20200207;126;0;0;990.2;0.0;506;4.8;0.7;11.8;52.5
LUG;20200208;102;0;58;992.5;0.0;407;5.2;1.6;10.3;69.1
LUG;20200209;110;0;50;993.0;0.0;413;5.6;1.6;10.3;73.2
LUG;20200210;87;0;79;979.5;0.0;295;8.4;6.5;11.8;71.3
LUG;20200211;136;0;4;974.3;0.0;511;12.7;7.5;17.0;34.8
LUG;20200212;139;0;8;982.8;0.0;522;9.5;5.0;14.4;27.6
LUG;20200213;113;0;67;982.8;0.5;347;6.5;2.6;10.8;50.6
LUG;20200214;140;0;8;983.4;0.0;531;7.7;3.3;12.8;65.2
LUG;20200215;133;0;38;991.4;0.0;498;7.4;3.4;13.0;60.2
LUG;20200216;85;0;92;992.4;0.0;153;7.4;3.7;12.0;69.4
LUG;20200217;29;0;96;989.1;0.0;0;7.2;4.7;9.0;76.6
LUG;20200218;151;0;4;987.8;0.0;543;9.5;4.1;17.4;50.2
LUG;20200219;139;0;42;985.7;0.0;483;8.0;3.5;13.6;40.5
LUG;20200220;121;0;42;988.3;0.0;311;7.1;3.3;12.6;43.8
LUG;20200221;149;0;25;988.2;0.0;546;7.9;2.4;15.0;52.1
LUG;20200222;141;0;8;995.2;0.0;535;7.9;3.8;13.6;61.5
LUG;20200223;143;0;29;989.5;0.0;526;8.6;3.9;15.1;65.4
LUG;20200224;156;0;46;982.6;0.0;551;10.8;6.0;18.2;67.7
LUG;20200225;47;0;92;974.0;0.0;0;8.8;7.2;10.3;89.7
LUG;20200226;134;0;63;967.2;0.0;361;8.3;4.9;12.8;46.7
LUG;20200227;95;0;67;973.5;0.0;208;5.4;2.8;9.1;49.7
LUG;20200228;176;0;8;980.9;0.0;578;8.5;4.8;13.0;29.6
LUG;20200229;33;0;96;979.7;0.4;0;6.0;4.6;8.4;59.3
LUG;20200301;65;0;100;970.9;0.0;52;6.5;4.9;8.4;83.0
LUG;20200302;10;0;96;962.2;56.7;0;3.9;2.1;6.6;91.1
